rank_display,rank,name,country,city,region,overall_score,url,logo,employer_reputation_score,employer_reputation_rank,h_index_citations_score,h_index_citations_rank,citations_per_paper_score,citations_per_paper_rank,academic_reputation_score,academic_reputation_rank
1,1,Harvard University,United States,Cambridge,North America,99.1,https://www.topuniversities.com/universities/harvard-university,https://www.topuniversities.com/sites/default/files/harvard-university_253_medium.jpg,100,1,100,1,95.6,8,100,1
2,2,Massachusetts Institute of Technology (MIT),United States,Cambridge,North America,97.8,https://www.topuniversities.com/universities/massachusetts-institute-technology-mit,https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_medium.jpg,95.6,5,96.3,5,99.8,2,98.7,2
3,3,Stanford University,United States,Stanford,North America,96.6,https://www.topuniversities.com/universities/stanford-university,https://www.topuniversities.com/sites/default/files/stanford-university_573_medium.jpg,95.8,4,97.3,3,97.4,=3,96.2,5
4,4,University of Chicago,United States,Chicago,North America,94,https://www.topuniversities.com/universities/university-chicago,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_medium.jpg,79.4,28,99.2,2,100,1,95.8,6
5,5,Princeton University,United States,Princeton,North America,93.8,https://www.topuniversities.com/universities/princeton-university,https://www.topuniversities.com/sites/default/files/princeton-university_508_medium.jpg,82.3,19,94.2,7,96.8,7,97.8,3
6,6,The London School of Economics and Political Science (LSE),United Kingdom,London,Europe,93.1,https://www.topuniversities.com/universities/london-school-economics-political-science-lse,https://www.topuniversities.com/sites/default/files/london-school-of-economics-and-political-science-lse_362_medium.jpg,85.5,10,95.4,6,90.4,=30,97,4
7,7,"University of California, Berkeley (UCB)",United States,Berkeley,North America,93,https://www.topuniversities.com/universities/university-california-berkeley-ucb,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_medium.jpg,86.6,8,96.4,4,94,12,93.9,7
8,8,University of Oxford,United Kingdom,Oxford,Europe,92.3,https://www.topuniversities.com/universities/university-oxford,https://www.topuniversities.com/sites/default/files/university-of-oxford_478_medium.jpg,97,2,91.4,=9,86.3,=108,93.5,8
9,9,Yale University,United States,New Haven,North America,92.1,https://www.topuniversities.com/universities/yale-university,https://www.topuniversities.com/sites/default/files/yale-university_684_medium.jpg,90.2,6,91.2,11,95,10,92.1,9
10,10,University of Cambridge,United Kingdom,Cambridge,Europe,90.4,https://www.topuniversities.com/universities/university-cambridge,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_medium.jpg,96.4,3,86.9,=30,85.3,=146,91.7,10
11,11,Columbia University,United States,New York City,North America,89.5,https://www.topuniversities.com/universities/columbia-university,https://www.topuniversities.com/sites/default/files/211207010540pm571294Webp.net-resizeimage-2021-12-07T150514.382-90x90.jpg,85.1,11,93.3,8,92,21,88.6,11
=12,12,New York University (NYU),United States,New York City,North America,86.9,https://www.topuniversities.com/universities/new-york-university-nyu,https://www.topuniversities.com/sites/default/files/240530125524pm936168NYUShanghai-90x90.jpg,81.8,=20,90.9,12,89,=44,86.3,=16
=12,13,University of Pennsylvania,United States,Philadelphia,North America,86.9,https://www.topuniversities.com/universities/university-pennsylvania,https://www.topuniversities.com/sites/default/files/university-of-pennsylvania_495_medium.jpg,83.1,15,89.1,=14,90.4,=30,85.9,18
=14,14,National University of Singapore (NUS),Singapore,Singapore,Asia,86.6,https://www.topuniversities.com/universities/national-university-singapore-nus,https://www.topuniversities.com/sites/default/files/national-university-of-singapore-nus_443_medium.jpg,87.6,7,85.3,=39,83.9,=199,88.1,12
=14,15,"University of California, Los Angeles (UCLA)",United States,Los Angeles,North America,86.6,https://www.topuniversities.com/universities/university-california-los-angeles-ucla,https://www.topuniversities.com/sites/default/files/university-of-california-los-angeles-ucla_87_medium.jpg,82.9,16,89.1,=14,91.3,=24,84.9,=19
16,16,Northwestern University,United States,Evanston,North America,86.2,https://www.topuniversities.com/universities/northwestern-university,https://www.topuniversities.com/sites/default/files/northwestern-university_592560cf2aeae70239af4c50_medium.jpg,72.6,=74,91.4,=9,93.7,14,86.6,15
17,17,UCL,United Kingdom,London,Europe,85.9,https://www.topuniversities.com/universities/ucl,https://www.topuniversities.com/sites/default/files/240209111134am850728QS-UCL-icon-90x90.jpg,80.8,23,88.7,=16,86.4,=102,86.8,14
18,18,Bocconi University,Italy,Milan,Europe,85.8,https://www.topuniversities.com/universities/bocconi-university,https://www.topuniversities.com/sites/default/files/bocconi-university_592560cf2aeae70239af4abf_medium.jpg,78.8,31,88.7,=16,88.7,=46,86.3,=16
19,19,Peking University,China (Mainland),Beijing,Asia,84.2,https://www.topuniversities.com/universities/peking-university,https://www.topuniversities.com/sites/default/files/peking-university_50_medium.jpg,84.5,13,88,=22,84.1,=190,82.2,22
20,20,Tsinghua University,China (Mainland),Beijing,Asia,83.9,https://www.topuniversities.com/universities/tsinghua-university,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_medium.jpg,84.7,12,87.9,24,86.7,=93,80,31
21,21,University of Toronto,Canada,Toronto,North America,83.5,https://www.topuniversities.com/universities/university-toronto,https://www.topuniversities.com/sites/default/files/university-of-toronto_619_medium.jpg,82.6,18,85.6,36,87.1,=84,81,27
22,22,University of British Columbia,Canada,Vancouver,North America,82.9,https://www.topuniversities.com/universities/university-british-columbia,https://www.topuniversities.com/sites/default/files/university-of-british-columbia_70_medium.jpg,80.4,25,85.3,=39,86.1,=119,81.3,25
23,23,ETH Zurich,Switzerland,Zürich,Europe,82.2,https://www.topuniversities.com/universities/eth-zurich,https://www.topuniversities.com/sites/default/files/eth-zurich-swiss-federal-institute-of-technology_201_medium.jpg,80.5,24,83.3,60,87,=87,80.2,30
24,24,"University of California, San Diego (UCSD)",United States,San Diego,North America,82,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_medium.jpg,67.9,=125,86.5,32,93.2,16,81.2,26
25,25,The University of Warwick,United Kingdom,Coventry,Europe,81.8,https://www.topuniversities.com/universities/university-warwick,https://www.topuniversities.com/sites/default/files/240325030130pm310608Warwick-logo-90x90.jpg,73.6,=65,87.1,=27,87.3,=77,80.4,29
=26,26,Boston University,United States,Boston,North America,80.9,https://www.topuniversities.com/universities/boston-university,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_medium.jpg,71.1,=88,88.2,=20,97.3,5,74,=53
=26,27,Cornell University,United States,Ithaca,North America,80.9,https://www.topuniversities.com/universities/cornell-university,https://www.topuniversities.com/sites/default/files/cornell-university_143_medium.jpg,80,26,86.4,33,85.5,=138,76.3,45
=26,28,Duke University,United States,Durham,North America,80.9,https://www.topuniversities.com/universities/duke-university,https://www.topuniversities.com/sites/default/files/duke-university_168_medium.jpg,71.3,87,88.2,=20,89,=44,78,38
29,29,Imperial College London,United Kingdom,London,Europe,80.3,https://www.topuniversities.com/universities/imperial-college-london,https://www.topuniversities.com/sites/default/files/240430033452pm869301QS-Imperial-Logo-white-text-blue-background-90x90.jpg,86.2,9,82.2,=74,88.2,=54,72.4,59
30,30,University of Michigan-Ann Arbor,United States,Ann Arbor,North America,80.1,https://www.topuniversities.com/universities/university-michigan-ann-arbor,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_medium.jpg,72.7,=72,88.7,=16,89.5,41,74.8,52
=31,31,The University of Hong Kong,Hong Kong SAR,Hong Kong,Asia,79.9,https://www.topuniversities.com/universities/university-hong-kong,https://www.topuniversities.com/sites/default/files/250912101330am198735HKUcolour-low-resolution-90x90.jpg,77.1,40,79.4,=125,85.2,=154,78.8,=33
=31,32,The University of Tokyo,Japan,Tokyo,Asia,79.9,https://www.topuniversities.com/universities/university-tokyo,https://www.topuniversities.com/sites/default/files/the-university-of-tokyo_615_medium.jpg,83.5,14,74,201+,77.3,201+,82.4,21
=31,33,Universitat Pompeu Fabra (Barcelona),Spain,Barcelona,Europe,79.9,https://www.topuniversities.com/universities/universitat-pompeu-fabra,https://www.topuniversities.com/sites/default/files/universitat-pompeu-fabra_504_medium.jpg,58.1,201+,82.9,=64,88.7,=46,84.9,=19
=34,34,Brown University,United States,Providence,North America,79.8,https://www.topuniversities.com/universities/brown-university,https://www.topuniversities.com/sites/default/files/brown-university_72_medium.jpg,67.4,128,82,=76,95.5,9,77,44
=34,35,Fudan University,China (Mainland),Shanghai,Asia,79.8,https://www.topuniversities.com/universities/fudan-university,https://www.topuniversities.com/sites/default/files/fudan-university_218_medium.jpg,76.7,=45,84.3,51,86,=121,76,47
36,36,Monash University,Australia,Melbourne,Oceania,79.6,https://www.topuniversities.com/universities/monash-university,https://www.topuniversities.com/sites/default/files/monash-university_412_medium.jpg,74.4,60,84.7,=47,84.5,=175,77.1,43
37,37,The Hong Kong University of Science and Technology,Hong Kong SAR,Hong Kong,Asia,79.2,https://www.topuniversities.com/universities/hong-kong-university-science-technology,https://www.topuniversities.com/sites/default/files/the-hong-kong-university-of-science-and-technology_269_medium.jpg,71.7,85,76,201+,86.8,=90,80.7,28
=38,38,Australian National University (ANU),Australia,Canberra,Oceania,79,https://www.topuniversities.com/universities/australian-national-university-anu,https://www.topuniversities.com/sites/default/files/251223044806am137327ANU-Crest-Inversed-Gold200x200-90x90.jpg,73.6,=65,83.5,=57,81.4,201+,78.2,37
=38,39,University of Zurich,Switzerland,Zürich,Europe,79,https://www.topuniversities.com/universities/university-zurich,https://www.topuniversities.com/sites/default/files/250124123220pm124063Logo-90x90.jpg,63,201+,85.8,35,91.3,=24,77.4,=39
40,40,Paris School of Economics ,France,Paris,Europe,78.9,https://www.topuniversities.com/universities/paris-school-economics,https://www.topuniversities.com/sites/default/files/paris-school-of-economics-_592560cf2aeae70239af5806_medium.jpg,47.5,201+,83.7,=55,88.3,53,87.4,13
41,41,London Business School,United Kingdom,London,Europe,78.8,https://www.topuniversities.com/universities/london-business-school,https://www.topuniversities.com/sites/default/files/london-business-school_592560cf2aeae70239af4be5_medium.jpg,76.5,=47,76.9,=179,92.8,18,73.8,=55
42,42,"Nanyang Technological University, Singapore (NTU Singapore)",Singapore,Singapore,Asia,78.6,https://www.topuniversities.com/universities/nanyang-technological-university-singapore-ntu-singapore,https://www.topuniversities.com/sites/default/files/nanyang-technological-university-singapore-ntu_592560cf2aeae70239af4c32_medium.jpg,82.8,17,73.3,201+,80.2,201+,78.4,35
43,43,The University of Melbourne,Australia,Melbourne,Oceania,77.9,https://www.topuniversities.com/universities/university-melbourne,https://www.topuniversities.com/sites/default/files/211118103607am165180PRIMARY-A-A4-Vertical-Housed-RGB-200px-90x90.jpg,78.9,30,82.4,=71,80.2,201+,74,=53
44,44,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,Hong Kong,Asia,77.6,https://www.topuniversities.com/universities/chinese-university-hong-kong-cuhk,https://www.topuniversities.com/sites/default/files/230719090304am589775CUHK-acronym-logo-thumb-200x200%20%281%29.jpg,70.6,95,81.1,=92,85.4,=142,75.4,49
45,45,Seoul National University,South Korea,Seoul,Asia,77.4,https://www.topuniversities.com/universities/seoul-national-university,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_medium.jpg,79.1,29,73.7,201+,76.5,201+,78.8,=33
46,46,Shanghai Jiao Tong University,China (Mainland),Shanghai,Asia,77.2,https://www.topuniversities.com/universities/shanghai-jiao-tong-university,https://www.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_medium.jpg,76.9,43,83.9,54,85.3,=146,70,=74
47,47,Ludwig-Maximilians-Universität München,Germany,Munich,Europe,76.8,https://www.topuniversities.com/universities/ludwig-maximilians-universitat-munchen,https://www.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_medium.jpg,69.1,=104,87.4,26,84.1,=190,71.8,60
48,48,The University of Sydney,Australia,Sydney,Oceania,76.6,https://www.topuniversities.com/universities/university-sydney,https://www.topuniversities.com/sites/default/files/the-university-of-sydney_592560cf2aeae70239af4cd0_medium.jpg,75.8,51,81.8,=79,82,201+,71.6,=61
49,49,Université Paris 1 Panthéon-Sorbonne,France,Paris,Europe,76.5,https://www.topuniversities.com/universities/universite-paris-1-pantheon-sorbonne,https://www.topuniversities.com/sites/default/files/260305110034am945966P1PS-logo-90x90.jpg,72.6,=74,84.9,46,83.7,201+,70.6,70
50,50,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Bonn,Europe,76.4,https://www.topuniversities.com/universities/rheinische-friedrich-wilhelms-universitat-bonn,https://www.topuniversities.com/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_medium.jpg,53.9,201+,80.6,=102,84.3,=181,81.5,24
51,51,Institut Polytechnique de Paris,France,Paris,Europe,76.2,https://www.topuniversities.com/universities/institut-polytechnique-de-paris,https://www.topuniversities.com/sites/default/files/240924074028am263366logo-ipp-pour-qs-90x90.jpg,77,=41,86,34,87.8,=63,65.2,108
=52,52,Singapore Management University,Singapore,Singapore,Asia,76.1,https://www.topuniversities.com/universities/singapore-management-university,https://www.topuniversities.com/sites/default/files/singapore-management-university_1177_medium.jpg,63,201+,77.2,=171,83.7,201+,78.3,36
=52,53,Stockholm School of Economics,Sweden,"Stockholm,",Europe,76.1,https://www.topuniversities.com/universities/stockholm-school-economics,https://www.topuniversities.com/sites/default/files/stockholm-school-of-economics_576_medium.jpg,58.3,201+,76.9,=179,85.8,=130,79.7,32
=54,54,Erasmus University Rotterdam ,Netherlands,Rotterdam,Europe,76,https://www.topuniversities.com/universities/erasmus-university-rotterdam,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_medium.jpg,69,108,79.9,=112,79.5,201+,75.9,48
=54,55,University of Minnesota (System),United States,Minneapolis,North America,76,https://www.topuniversities.com/universities/university-minnesota-system,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_medium.jpg,56.3,201+,82.7,=69,86.3,=108,77.3,=41
=56,56,The University of New South Wales (UNSW Sydney),Australia,Sydney,Oceania,75.6,https://www.topuniversities.com/universities/university-new-south-wales-unsw-sydney,https://www.topuniversities.com/sites/default/files/221220094647am317557UNSW-Sydney-Logo-jpeg-90x90.jpg,74.7,=57,80.8,=96,80,201+,71.3,64
=56,57,Universität Mannheim,Germany,Mannheim,Europe,75.6,https://www.topuniversities.com/universities/universitat-mannheim,https://www.topuniversities.com/sites/default/files/universitt-mannheim_592560cf2aeae70239af4c0b_medium.jpg,63.2,201+,77.7,=157,82.7,201+,77.3,=41
58,58,California Institute of Technology (Caltech),United States,Pasadena,North America,75.5,https://www.topuniversities.com/universities/california-institute-technology-caltech,https://www.topuniversities.com/sites/default/files/california-institute-of-technology-caltech_94_medium.jpg,79.8,27,69.4,201+,76.2,201+,76.1,46
59,59,University of Texas at Austin,United States,Austin,North America,75.4,https://www.topuniversities.com/universities/university-texas-austin,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_medium.jpg,74.7,=57,82.4,=71,87.6,=68,66.1,102
60,60,Zhejiang University,China (Mainland),Hangzhou,Asia,75.3,https://www.topuniversities.com/universities/zhejiang-university,https://www.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_medium.jpg,75.7,=52,84.5,=49,85.7,=133,65.3,107
=61,61,KU Leuven,Belgium,Leuven,Europe,75.1,https://www.topuniversities.com/universities/ku-leuven,https://www.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_medium.jpg,68.3,=119,82.9,=64,84.3,=181,70,=74
=61,62,University of Amsterdam,Netherlands,Amsterdam,Europe,75.1,https://www.topuniversities.com/universities/university-amsterdam,https://www.topuniversities.com/sites/default/files/240924020914pm288471UvA-logo-90x90.jpg,69.7,=98,82.9,=64,82.7,201+,70.2,72
63,63,Universidad Carlos III de Madrid (UC3M),Spain,Madrid,Europe,74.7,https://www.topuniversities.com/universities/universidad-carlos-iii-de-madrid-uc3m,https://www.topuniversities.com/sites/default/files/universidad-carlos-iii-de-madrid-uc3m_1509_medium.jpg,65.1,=170,74,201+,79.6,201+,77.4,=39
64,64,Shanghai University of Finance and Economics,China (Mainland),Shanghai,Asia,74.6,https://www.topuniversities.com/universities/shanghai-university-finance-economics,https://www.topuniversities.com/sites/default/files/shanghai-university-of-finance-and-economics_2026_medium.jpg,55.5,201+,87.1,=27,88.1,=57,71.2,=65
65,65,Universitat Autònoma de Barcelona,Spain,Barcelona,Europe,74.4,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona,https://www.topuniversities.com/sites/default/files/240404114804am190222logo-uab-qs-90x90.jpg,57.9,201+,85.1,=42,86.6,=96,71.2,=65
=66,66,Pennsylvania State University,United States,University Park,North America,74.2,https://www.topuniversities.com/universities/pennsylvania-state-university,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_medium.jpg,72,=82,80.6,=102,80.7,201+,68.8,81
=66,67,Université Toulouse 1 Capitole,France,Toulouse,Europe,74.2,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_medium.jpg,44.8,201+,78.8,=133,83.9,=199,81.7,23
68,68,The University of Manchester,United Kingdom,Manchester,Europe,74.1,https://www.topuniversities.com/universities/university-manchester,https://www.topuniversities.com/sites/default/files/the-university-of-manchester_389_medium.jpg,76.8,44,81.5,=81,82.3,201+,64.9,115
=69,69,Barcelona School of Economics,Spain,Barcelona,Europe,73.9,https://www.topuniversities.com/universities/barcelona-school-economics,https://www.topuniversities.com/sites/default/files/220420111104am868463barcelona-school-economics-90x90.jpg,51.5,201+,82,=76,90.6,29,72.8,58
=69,70,University of Illinois Urbana-Champaign,United States,Champaign,North America,73.9,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,https://www.topuniversities.com/sites/default/files/250319093914am927515Illinois-Logo-Full-Color-200x200-90x90.jpg,69.4,103,83.1,=61,88,=60,64.4,119
=71,71,Renmin (People's) University of China,China (Mainland),Beijing,Asia,73.8,https://www.topuniversities.com/universities/renmin-peoples-university-china,https://www.topuniversities.com/sites/default/files/renmin-peoples-university-of-china_884_medium.jpg,63.7,=199,85.5,=37,84.1,=190,67.8,=87
=71,72,"University of California, Davis",United States,Davis,North America,73.8,https://www.topuniversities.com/universities/university-california-davis,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_medium.jpg,60.1,201+,84.1,=52,88.7,=46,68.1,86
=71,73,Université PSL,France,Paris,Europe,73.8,https://www.topuniversities.com/universities/universite-psl,https://www.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_medium.jpg,73.7,=63,85.1,=42,83.4,201+,63.5,130
=74,74,City University of Hong Kong (CityUHK),Hong Kong SAR,"Kowloon,",Asia,73.5,https://www.topuniversities.com/universities/city-university-hong-kong-cityuhk,https://www.topuniversities.com/sites/default/files/240301064743am994206logo-90x90.jpg,65.4,=162,79.9,=112,85.2,=154,68.5,83
=74,75,Yonsei University,South Korea,Seoul,Asia,73.5,https://www.topuniversities.com/universities/yonsei-university,https://www.topuniversities.com/sites/default/files/yonsei-university_688_medium.jpg,74,61,71.8,201+,78.6,201+,71.5,63
=76,76,The University of Queensland,Australia,Brisbane City,Oceania,73.4,https://www.topuniversities.com/universities/university-queensland,https://www.topuniversities.com/sites/default/files/210824044126am970441uq-logo-90x90.jpg,69.1,=104,80.6,=102,82,201+,67.7,=89
=76,77,Tilburg University,Netherlands,Tilburg,Europe,73.4,https://www.topuniversities.com/universities/tilburg-university,https://www.topuniversities.com/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_medium.jpg,55.1,201+,79.4,=125,82.1,201+,75.3,50
=78,78,Alma Mater Studiorum - Università di Bologna,Italy,Bologna,Europe,73.2,https://www.topuniversities.com/universities/alma-mater-studiorum-universita-di-bologna,https://www.topuniversities.com/sites/default/files/240304015357pm262606Unibo-200X200-90x90.jpg,67.3,129,78.3,=146,77.4,201+,71.6,=61
=78,79,Carnegie Mellon University,United States,Pittsburgh,North America,73.2,https://www.topuniversities.com/universities/carnegie-mellon-university,https://www.topuniversities.com/sites/default/files/carnegie-mellon-university_101_medium.jpg,73.5,=67,76.6,=190,85.7,=133,65,=112
=80,80,Johns Hopkins University,United States,Baltimore,North America,73.1,https://www.topuniversities.com/universities/johns-hopkins-university,https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_medium.jpg,68.7,=111,82.9,=64,86.4,=102,63.8,=124
=80,81,The University of Edinburgh,United Kingdom,Edinburgh,Europe,73.1,https://www.topuniversities.com/universities/university-edinburgh,https://www.topuniversities.com/sites/default/files/the-university-of-edinburgh_180_medium.jpg,77.4,36,78.8,=133,81.4,201+,63.9,123
=80,82,Universidad de los Andes,Colombia,Bogotá,Latin America,73.1,https://www.topuniversities.com/universities/universidad-de-los-andes,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_medium.jpg,76.7,=45,69.4,201+,77.6,201+,71,=68
=80,83,University of Wisconsin-Madison,United States,Madison,North America,73.1,https://www.topuniversities.com/universities/university-wisconsin-madison,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_medium.jpg,58.2,201+,82,=76,83.2,201+,71,=68
=84,84,Sciences Po,France,Paris,Europe,73,https://www.topuniversities.com/universities/sciences-po,https://www.topuniversities.com/sites/default/files/sciences-po-_592560cf2aeae70239af4c64_medium.jpg,66.4,=141,77.5,=165,82.5,201+,69.2,=79
=84,85,Université catholique de Louvain (UCLouvain),Belgium,Louvain-la-Neuve,Europe,73,https://www.topuniversities.com/universities/universite-catholique-de-louvain-uclouvain,https://www.topuniversities.com/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_medium.jpg,63.2,201+,74.7,201+,76.9,201+,75.1,51
=84,86,Waseda University,Japan,Tokyo,Asia,73,https://www.topuniversities.com/universities/waseda-university,https://www.topuniversities.com/sites/default/files/waseda-university_592560cf2aeae70239af4d1c_medium.jpg,73.7,=63,76,201+,81.4,201+,66.9,=96
=87,87,Kyoto University,Japan,Kyoto,Asia,72.9,https://www.topuniversities.com/universities/kyoto-university,https://www.topuniversities.com/sites/default/files/kyoto-university_328_medium.jpg,77,=41,66.5,201+,73.3,201+,73.8,=55
=87,88,Pontificia Universidad Católica de Chile (UC),Chile,Santiago,Latin America,72.9,https://www.topuniversities.com/universities/pontificia-universidad-católica-de-chile-uc,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_medium.jpg,78.2,=32,69.8,201+,78,201+,69.3,78
=87,89,Queen Mary University of London,United Kingdom,London,Europe,72.9,https://www.topuniversities.com/universities/queen-mary-university-london,https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_592560cf2aeae70239af4bea_medium.jpg,65,=174,81.1,=92,85.9,=125,66.2,101
=90,90,HEC Paris,France,Paris,Europe,72.8,https://www.topuniversities.com/universities/hec-paris,https://www.topuniversities.com/sites/default/files/hec-paris-school-of-management_257_medium.jpg,77.3,=37,70.6,201+,82.2,201+,66.9,=96
=90,91,Korea University,South Korea,Seoul,Asia,72.8,https://www.topuniversities.com/universities/korea-university,https://www.topuniversities.com/sites/default/files/korea-university_325_medium.jpg,73.8,62,73.3,201+,78.1,201+,69.4,=76
=90,92,University of Copenhagen,Denmark,Copenhagen,Europe,72.8,https://www.topuniversities.com/universities/university-copenhagen,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_medium.jpg,59.2,201+,82.7,=69,86.5,=99,67.7,=89
=93,93,McGill University,Canada,Montreal,North America,72.6,https://www.topuniversities.com/universities/mcgill-university,https://www.topuniversities.com/sites/default/files/250528065103pm337251shield-McGill-red-200x200px-90x90.jpg,77.8,35,71.4,201+,78.9,201+,67.4,92
=93,94,Xiamen University,China (Mainland),Xiamen,Asia,72.6,https://www.topuniversities.com/universities/xiamen-university,https://www.topuniversities.com/sites/default/files/xiamen-university_891_medium.jpg,57.6,201+,85.5,=37,88.2,=54,65.8,=103
95,95,Beijing Institute of Technology,China (Mainland),Beijing,Asia,72.2,https://www.topuniversities.com/universities/beijing-institute-technology,https://www.topuniversities.com/sites/default/files/beijing-institute-of-technology_868_medium.jpg,66.1,=146,88,=22,97.4,=3,54.8,201+
=96,96,National Taiwan University (NTU),Taiwan,Taipei,Asia,72.1,https://www.topuniversities.com/universities/national-taiwan-university-ntu,https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_medium.jpg,73.5,=67,70.2,201+,78.5,201+,69.2,=79
=96,97,University of Nottingham,United Kingdom,Nottingham,Europe,72.1,https://www.topuniversities.com/universities/university-nottingham,https://www.topuniversities.com/sites/default/files/240606102649am426810UoN-NottinghamBlue-CastleBox-RGB-90x90.jpg,67.1,=130,79.1,=129,84.1,=190,65.1,=109
98,98,University of Southern California,United States,Los Angeles,North America,72,https://www.topuniversities.com/universities/university-southern-california,https://www.topuniversities.com/sites/default/files/university-of-southern-california_569_medium.jpg,64.9,=176,85.3,=39,88.2,=54,60.7,165
=99,99,Humboldt-Universität zu Berlin,Germany,Berlin,Europe,71.9,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_medium.jpg,65.4,=162,74.7,201+,82.4,201+,68.6,82
=99,100,Keio University,Japan,Tokyo,Asia,71.9,https://www.topuniversities.com/universities/keio-university,https://www.topuniversities.com/sites/default/files/keio-university_592560cf2aeae70239af4bbe_medium.jpg,72,=82,70.6,201+,76.6,201+,70.1,73
=99,101,Texas A&M University,United States,College Station,North America,71.9,https://www.topuniversities.com/universities/texas-am-university,https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_medium.jpg,68.9,109,81.3,=86,83,201+,63.1,134
102,102,Hitotsubashi University,Japan,Tokyo,Asia,71.8,https://www.topuniversities.com/universities/hitotsubashi-university,https://www.topuniversities.com/sites/default/files/hitotsubashi-university-business-school-school-of-international-corporate-strategy_592560cf2aeae70239af4b8d_medium.jpg,66.4,=141,70.6,201+,75.8,201+,73.1,57
=103,103,Indian Institute of Technology Delhi (IITD),India,New Delhi,Asia,71.7,https://www.topuniversities.com/universities/indian-institute-technology-delhi-iitd,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-delhi-iitd_282_medium.jpg,81.7,22,70.6,201+,82.7,201+,61.8,=149
=103,104,Michigan State University,United States,East Lansing,North America,71.7,https://www.topuniversities.com/universities/michigan-state-university,https://www.topuniversities.com/sites/default/files/michigan-state-university_402_medium.jpg,61.6,201+,82.4,=71,85.5,=138,64.5,118
=103,105,Universiti Malaya (UM),Malaysia,Kuala Lumpur,Asia,71.7,https://www.topuniversities.com/universities/universiti-malaya-um,https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_medium.jpg,69.5,102,78.6,=140,78.9,201+,65.8,=103
=106,106,Nanjing University,China (Mainland),Nanjing,Asia,71.3,https://www.topuniversities.com/universities/nanjing-university,https://www.topuniversities.com/sites/default/files/nanjing-university_430_medium.jpg,68.4,=115,80.8,=96,88.4,=51,59.5,=182
=106,107,WU (Vienna University of Economics and Business),Austria,Vienna,Europe,71.3,https://www.topuniversities.com/universities/wu-vienna-university-economics-business,https://www.topuniversities.com/sites/default/files/wu-vienna-university-of-economics-and-business_592560cf2aeae70239af4d89_medium.jpg,57.4,201+,81.3,=86,83.4,201+,67.1,94
108,108,University of Bristol,United Kingdom,Bristol,Europe,71.1,https://www.topuniversities.com/universities/university-bristol,https://www.topuniversities.com/sites/default/files/240227125013pm861333White-90x90.jpg,71.1,=88,75.7,201+,81.2,201+,63.8,=124
=109,109,University of Glasgow,United Kingdom,Glasgow,Europe,70.9,https://www.topuniversities.com/universities/university-glasgow,https://www.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_medium.jpg,67,=132,79.1,=129,80.9,201+,63.7,=127
